Game,Strike,Result,Last Price,Volume
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Tech / Technical,no,12,576
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Trade / Trades / Traded,yes,98,4065
"Boston vs Los Angeles C professional basketball game originally scheduled for Jan 3, 2026",Triple Double,no,1,1204
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Airball / Air Ball,no,1,6440
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",All-Star,yes,99,5326
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Alley-oop,no,1,17938
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Ankle,yes,99,5381
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Buzzer Beater,no,1,9384
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Chase,yes,99,29210
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Injury / Injured,yes,99,16677
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",MVP,yes,99,5156
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Playoff,yes,99,2098
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Retire / Retirement,no,1,10084
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Tech / Technical,yes,99,4733
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Trade / Trades / Traded,yes,99,3636
"Oklahoma City vs Golden State professional basketball game originally scheduled for Jan 2, 2026",Triple Double,no,1,7743
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Airball / Air Ball,yes,99,21932
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",All-Star,yes,99,6896
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Alley-oop,no,1,14379
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Ankle,no,1,12634
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Buzzer Beater,no,1,15203
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Injury / Injured,yes,99,17018
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",MVP,no,1,15379
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Playoff,no,1,14578
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Retire / Retirement,no,1,11253
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Rocket,no,1,13779
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Tech / Technical,yes,99,8955
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Trade / Trades / Traded,no,1,14597
"Denver vs Cleveland professional basketball game originally scheduled for Jan 2, 2026",Triple Double,no,1,6370
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Airball / Air Ball,yes,99,7903
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",All-Star,yes,99,3264
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Alley-oop,yes,99,4596
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",American Airlines,yes,99,9813
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Ankle,no,2,2022
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Buzzer Beater,no,1,16398
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Injury / Injured,yes,99,11358
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",MVP,yes,99,4484
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Playoff,no,2,5500
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Retire / Retirement,no,1,3634
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Tech / Technical,no,1,5473
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Trade / Trades / Traded,no,3,4228
"Philadelphia vs Dallas professional basketball game originally scheduled for Jan 1, 2026",Triple Double,yes,99,4012
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Airball / Air Ball,yes,99,8164
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",All-Star,yes,99,3181
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Alley-oop,no,1,5269
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Ankle,yes,99,6991
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Ball Arena,yes,99,7621
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Buzzer,yes,99,15482
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Elbow,yes,99,5004
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Injury / Injured,yes,99,8384
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Jordan,no,1,7099
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",MVP,yes,99,4367
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Playoff,yes,99,3855
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Retire / Retired / Retirement,no,1,10533
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Tech / Technical,yes,99,6964
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Trade / Trades / Traded,yes,99,5527
"Oklahoma City at Denver professional basketball game originally scheduled for Feb 1, 2026",Triple Double,yes,99,8439
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Airball / Air Ball,no,2,37509
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",All-Star,yes,99,4780
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Alley-oop,no,3,7603
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Ankle,yes,99,4089
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Buzzer,no,1,24517
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Elbow,yes,99,6319
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Injury / Injured,yes,99,23212
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Jordan,no,1,8051
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",MSG / Madison Square Garden,yes,99,8025
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",MVP,yes,98,5980
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Playoff,yes,99,6831
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Retire / Retired / Retirement,no,1,15417
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Tech / Technical,no,1,5327
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Trade / Trades / Traded,yes,99,5726
"Los Angeles L at New York professional basketball game originally scheduled for Feb 1, 2026",Triple Double,yes,99,11535
"Phoenix vs Cleveland professional basketball game originally scheduled for Dec 31, 2025",Tower / Towers,no,11,27
"New York vs San Antonio professional basketball game originally scheduled for Dec 31, 2025",Alien,no,1,2074
"New York vs San Antonio professional basketball game originally scheduled for Dec 31, 2025",Jackal,yes,98,1331
"Philadelphia vs Memphis professional basketball game originally scheduled for Dec 30, 2025",Tee Morant / Dad / Father,no,1,2297
